wavenumber,k
7619.78,1.67E-04
7622.62,1.67E-04
7625.46,1.67E-04
7628.29,1.67E-04
7631.13,1.67E-04
7633.97,1.67E-04
7636.81,1.67E-04
7639.64,1.68E-04
7642.48,1.68E-04
7645.32,1.68E-04
7648.16,1.68E-04
7650.99,1.68E-04
7653.83,1.68E-04
7656.67,1.68E-04
7659.51,1.68E-04
7662.34,1.68E-04
7665.18,1.68E-04
7668.02,1.69E-04
7670.86,1.69E-04
7673.69,1.69E-04
7676.53,1.69E-04
7679.37,1.69E-04
7682.21,1.69E-04
7685.04,1.69E-04
7687.88,1.69E-04
7690.72,1.69E-04
7693.55,1.70E-04
7696.39,1.70E-04
7699.23,1.70E-04
7702.07,1.70E-04
7704.9,1.70E-04
7707.74,1.70E-04
7710.58,1.70E-04
7713.42,1.70E-04
7716.25,1.70E-04
7719.09,1.70E-04
7721.93,1.71E-04
7724.77,1.71E-04
7727.6,1.71E-04
7730.44,1.71E-04
7733.28,1.71E-04
7736.12,1.71E-04
7738.95,1.71E-04
7741.79,1.71E-04
7744.63,1.71E-04
7747.47,1.72E-04
7750.3,1.72E-04
7753.14,1.72E-04
7755.98,1.72E-04
7758.82,1.72E-04
7761.65,1.72E-04
7764.49,1.72E-04
7767.33,1.72E-04
7770.17,1.72E-04
7773,1.72E-04
7775.84,1.73E-04
7778.68,1.73E-04
7781.52,1.73E-04
7784.35,1.73E-04
7787.19,1.73E-04
7790.03,1.73E-04
7792.87,1.73E-04
7795.7,1.73E-04
7798.54,1.73E-04
7801.38,1.74E-04
7804.22,1.74E-04
7807.05,1.74E-04
7809.89,1.74E-04
7812.73,1.74E-04
7815.57,1.74E-04
7818.4,1.74E-04
7821.24,1.74E-04
7824.08,1.74E-04
7826.92,1.75E-04
7829.75,1.75E-04
7832.59,1.75E-04
7835.43,1.75E-04
7838.27,1.75E-04
7841.1,1.75E-04
7843.94,1.75E-04
7846.78,1.75E-04
7849.61,1.75E-04
7852.45,1.76E-04
7855.29,1.76E-04
7858.13,1.76E-04
7860.96,1.76E-04
7863.8,1.76E-04
7866.64,1.76E-04
7869.48,1.76E-04
7872.31,1.76E-04
7875.15,1.76E-04
7877.99,1.76E-04
7880.83,1.77E-04
7883.66,1.77E-04
7886.5,1.77E-04
7889.34,1.77E-04
7892.18,1.77E-04
7895.01,1.77E-04
7897.85,1.77E-04
7900.69,1.77E-04
7903.53,1.77E-04
7906.36,1.78E-04
7909.2,1.78E-04
7912.04,1.78E-04
7914.88,1.78E-04
7917.71,1.78E-04
7920.55,1.78E-04
7923.39,1.78E-04
7926.23,1.78E-04
7929.06,1.78E-04
7931.9,1.79E-04
7934.74,1.79E-04
7937.58,1.79E-04
7940.41,1.79E-04
7943.25,1.79E-04
7946.09,1.79E-04
7948.93,1.79E-04
7951.76,1.79E-04
7954.6,1.79E-04
7957.44,1.80E-04
7960.28,1.80E-04
7963.11,1.80E-04
7965.95,1.80E-04
7968.79,1.80E-04
7971.63,1.80E-04
7974.46,1.80E-04
7977.3,1.80E-04
7980.14,1.80E-04
7982.98,1.81E-04
7985.81,1.81E-04
7988.65,1.81E-04
7991.49,1.81E-04
7994.33,1.81E-04
7997.16,1.81E-04
8000,1.81E-04
